Provider Number,Location Number,Application Type,County,Facility Name,Facility Number,Line Address 1,Line Address 2,City,Zip Code,Contact Name,Contact Phone,LICENSED Date,Capacity,From Age,To Age,Hours,Months,Full Time,Star Level 
0000576260,001,LICENSED GROUP,36. MANITOWOC,CHATTERBOX CHILD LEARNING CENTER                  ,1007277,65 Riverview Rd,                              ,Kiel           ,53042-1772,"DICKELMAN, SARA",920-894-2510,11/03/2003,60,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,3 Stars
0000576260,003,LICENSED GROUP,36. MANITOWOC,CHATTERBOX KIDS CAMPUS                            ,2000969,510 Woodlawn Dr,                              ,Mishicot       ,54228-9402,"DICKELMAN, SARA",920-755-3379,12/17/2012,36,"3 Year(s), 6 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:45 AM-06:00 PM,Jan-Dec,Y,2 Stars
0000576260,005,LICENSED GROUP,36. MANITOWOC,CHATTERBOX KIDS CAMPUS - VALDERS                  ,2001375,331 W Wilson St,                              ,Valders        ,54245-9634,"DICKELMAN, SARA",920-286-1124,09/03/2013,20,"3 Year(s), 6 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:15 AM-06:00 PM,Jan-Dec,Y,2 Stars
0000576370,001,LICENSED FAMILY,03. BARRON,LOVING HOME DAYCARE                               ,2000722,1030 4th Ave,                              ,Prairie Farm   ,54762-9720,"MITTELSTADT, STEPHANIE J",715-541-2402,11/25/2003,8,"0 Year(s), 0 Month(s), 3 Week(s)","14 Year(s), 11 Month(s), 0 Week(s)",05:00 AM-06:30 PM,Jan-Dec,Y,2 Stars
0000576440,001,LICENSED GROUP,56. SAUK,NEW LIFE CHRISTIAN CHILD CARE CTR                 ,1007272,1919 Elizabeth St,                              ,Baraboo        ,53913,"COON, MELISSA",608-356-4211,01/05/2004,33,"0 Year(s), 0 Month(s), 1 Week(s)","7 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,2 Stars
0000576450,001,LICENSED FAMILY,53. ROCK,BRIGHT HORIZONS FAMILY CHILD CARE                 ,1005951,28 S John Paul Rd,                              ,Milton         ,53563,"LOCK, DAWN",608-868-5223,12/26/2003,8,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-05:30 PM,Jan-Dec,Y,3 Stars
0000576530,003,LICENSED GROUP,40. MILWAUKEE,TINA N TOTS CHILDREN ACADEMY LLC                  ,1013677,7968 W Appleton Ave,                              ,Milwaukee      ,53218,"CARR, VERNESTINE",414-527-9775,08/29/2008,30,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-07:00 PM,Jan-Dec,Y,3 Stars
0000576570,002,LICENSED FAMILY,40. MILWAUKEE,SWEET MOMENTS FAMILY CHILD CARE LLC               ,1015730,2915 S 11th St,                              ,Milwaukee      ,53215,"PEREZ, NATALY",414-744-3792,11/01/2010,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-11:59 PM,Jan-Dec,Y,3 Stars
0000576730,002,LICENSED FAMILY,05. BROWN,SILLY GOOSE DAY CARE LLC                          ,1013212,2790 Hazelwood Ln,                              ,Green Bay      ,54304,"SCHILLING, ELLIE R",920-499-4063,06/01/2008,8,"0 Year(s), 3 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:00 PM,Jan-Dec,Y,Not Rated
0000576800,001,LICENSED CAMP,13. DANE,SWIM AND GYM ALL SPORTS CAMP LLC                  ,1006536,1001 Deming Way,                              ,Madison        ,53717,"CLAY, KAREN",608-831-6829,04/01/2004,80,"5 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jun-Aug,Y,2 Stars
0000576880,001,LICENSED FAMILY,44. OUTAGAMIE,CURIOSITY CABIN DAYCARE                           ,1007636,1529 W Spring St,                              ,Appleton       ,54914,"PENGLASE, JILL",920-840-8280,05/12/2004,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,3 Stars
0000577050,001,LICENSED FAMILY,40. MILWAUKEE,SAFI'S FAMILY CHILD CARE                          ,1015702,3909 N 60th St,                              ,Milwaukee      ,53216,"CAMARA, SAFIETOU",414-871-6349,06/24/2004,8,"0 Year(s), 0 Month(s), 4 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-11:59 PM,Jan-Dec,Y,2 Stars
0000577160,001,LICENSED FAMILY,40. MILWAUKEE,VALENTINA'S FAMILY DAY CARE                       ,1008086,2691 S 11th St,                              ,Milwaukee      ,53215,"ESPINO, MARIA",414-649-9748,07/04/2004,8,"0 Year(s), 0 Month(s), 6 Week(s)","8 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:00 PM,Jan-Dec,Y,3 Stars
0000577230,002,LICENSED GROUP,09. CHIPPEWA,KIDS USA LEARNING CENTER INC                      ,1015340,656 Lakeland Dr,                              ,Chippewa Fls   ,54729-1650,"BRESINA, NICOLE",715-726-1507,07/06/2010,150,"0 Year(s), 0 Month(s), 4 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:30 PM,Jan-Dec,Y,3 Stars
0000577610,001,LICENSED FAMILY,70. WINNEBAGO,LITTLE FEET GIANT STEPS                           ,1008439,657 Oak St,                              ,Neenah         ,54956,"HANDLER, SUSAN M",920-725-1926,10/10/2004,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:30 PM,Jan-Dec,Y,2 Stars
0000577650,001,LICENSED GROUP,13. DANE,CHRIST MEMORIAL LUTHERAN PRESCHOOL                ,120209,2833 Raritan Rd,                              ,Fitchburg      ,53711-5232,"HETTENBACH, KAREN",608-271-2811,10/01/1996,48,"2 Year(s), 6 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",09:00 AM-03:30 PM,Sep-May,-,Not Rated
0000577690,001,LICENSED GROUP,13. DANE,AGAPE CHRISTIAN PRESCHOOL                         ,120415,315 E Main St,                              ,Mount Horeb    ,53572-2032,"KELLESVIG, AMY",608-437-7100,03/01/1997,43,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",08:00 AM-03:30 PM,Sep-May,-,2 Stars
0000577700,001,LICENSED GROUP,70. WINNEBAGO,CHRISTIAN COMMUNITY CHILD CARE CTR                ,1004842,3870 Jackson St,                              ,Oshkosh        ,54901,"MELLER, BETH",920-237-0344,11/15/2001,120,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,3 Star
0000577700,002,LICENSED GROUP,70. WINNEBAGO,CHRISTIAN COMMUNITY CHILDCARE CTR-SEVENTH AVE     ,2000064,1760 W 7th Ave,                              ,Oshkosh        ,54902-5567,"JULIE SCHROEDER, KELLY HILLMAN",920-203-3159,08/25/2011,50,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,4 Stars
0000577730,001,LICENSED GROUP,09. CHIPPEWA,RAINBOW KIDZ INC                                  ,520414,1414 9th Ave,                              ,Bloomer        ,54724,"FRION, TRACI",715-568-1300,02/10/1997,45,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:00 AM-06:30 PM,Jan-Dec,Y,3 Stars
0000577770,001,LICENSED GROUP,56. SAUK,SAUK PRAIRIE NURSERY CENTER INC                   ,120264,504 Washington Ave,                              ,Sauk City      ,53583,"VILS, AMY",608-643-8387,01/01/1997,20,"4 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-03:00 PM,Sep-Jun,Y,Not Rated
0000577780,001,LICENSED FAMILY,65. WASHBURN,LITTLE LAMBS PRESCHOOL                            ,1004558,,N5015 Beaverbrook Ave         ,Spooner        ,54801,"MC QUADE, LORRI J",715-635-7678,09/04/2001,8,"2 Year(s), 6 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:00 PM,Sep-Jun,-,Not Rated
0000577790,001,LICENSED GROUP,52. RICHLAND,DISCOVERY PLAYSCHOOL INC                          ,120410,1400 W Seminary St,                              ,Richland Center,53581,"MAXWELL, GLEN",608-647-8931,03/01/1997,9,"2 Year(s), 6 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",08:00 AM-03:30 PM,Jan-Dec,-,Not Rated
0000577800,002,LICENSED GROUP,32. LA CROSSE,MARGARET ANNETT HEAD START CENTER                 ,520300,1321 St James St,                              ,La Crosse      ,54603,"HINES, LISA",608-782-7330,09/15/1996,42,"0 Year(s), 0 Month(s), 6 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:30 PM,Jan-Dec,-,5 Stars
0000577800,003,LICENSED GROUP,32. LA CROSSE,CENTRAL LA CROSSE HEAD START CENTER               ,520222,333 Buchner Pl,                              ,La Crosse      ,54603,"AMUNDSON, MARCIA",608-782-6892,06/01/1997,96,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:30 PM,Jan-Dec,-,5 Stars
0000577800,004,LICENSED GROUP,41. MONROE,TOMAH HEAD START CENTER                           ,520177,402 Pine St,                              ,Tomah          ,54660,"HINES, LISA",608-372-3781,03/31/1997,19,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-04:30 PM,Jan-Dec,-,5 Stars
0000577800,005,LICENSED GROUP,41. MONROE,SPARTA HEAD START CENTER                          ,520172,2111 W Wisconsin St,                              ,Sparta         ,54656-3301,"HINES, LISA",608-269-8297,10/01/1997,60,"1 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:00 PM,Jan-Dec,-,5 Stars
0000577800,006,LICENSED GROUP,32. LA CROSSE,ONALASKA HEAD START                               ,520158,212 4th Ave N,                              ,Onalaska       ,54650,"AMUNDSON, MARCIA",608-783-6920,11/01/1997,18,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:00 PM,Jan-Dec,-,5 Stars
0000577800,013,LICENSED GROUP,62. VERNON,WESTBY HEAD START CENTER                          ,2003040,122 Nelson St,                              ,Westby         ,54667-1200,"AMUNDSON, MARCIA",608-634-0501,08/31/2016,17,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",08:00 AM-03:30 PM,Aug-Jun,-,5 Stars
0000577800,014,LICENSED GROUP,32. LA CROSSE,ONALASKA MAIN STREET HEAD START                   ,2004900,310 Main St,                              ,Onalaska       ,54650-2949,"WOLFERT, ROBYN",651-785-2070,12/04/2019,25,"1 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-,Jan-Dec,Y,Not Rated
0000577810,001,LICENSED GROUP,11. COLUMBIA,THE LITTLE SCHOOL INC                             ,1004418,1804 New Pinery Rd,                              ,Portage        ,53901-1318,"LEEGE, BETH",608-742-2129,03/01/2000,19,"3 Year(s), 0 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",08:00 AM-02:50 PM,Sep-Jun,-,Not Rated
0000577830,001,LICENSED GROUP,23. GREEN,YMCA DISCOVERY CENTER                             ,1000006,1307 2nd St,                              ,Monroe         ,53566,"GISSING, LINDA",608-325-2003,09/14/1998,42,"3 Year(s), 0 Month(s), 0 Week(s)","14 Year(s), 11 Month(s), 0 Week(s)",08:15 AM-05:30 PM,Sep-Jun,-,Not Rated
0000577840,001,LICENSED GROUP,13. DANE,LIVING CHRIST PRESCHOOL                           ,120407,110 Gammon,                              ,Madison        ,53717-1301,"KOCH, JESSICA",608-829-3598,03/01/1997,50,"0 Year(s), 0 Month(s), 6 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,Y,4 Stars
0000577860,001,LICENSED GROUP,40. MILWAUKEE,GREENDALE PLAYSCHOOL                              ,220192,6015 Clover Ln,                              ,Greendale      ,53129,"BUTCHART, ANDREA",414-421-8343,11/15/1996,42,"2 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",08:45 AM-03:00 PM,Jan-Dec,-,Not Rated
0000577880,001,LICENSED GROUP,24. GREEN LAKE,SUNSHINE NURSERY SCHOOL                           ,420295,75 N Bridge St,Box 145                       ,Markesan       ,53946-8036,"PLAGENZ, PAMELA",920-398-2814,05/01/1998,20,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",-,Sep-May,-,Not Rated
0000577950,001,LICENSED GROUP,18. EAU CLAIRE,CREATE-A-WORLD PRESCHOOL                          ,520248,3214 Golf Rd,                              ,Eau Claire     ,54701,"LORUSSO, KATY",715-832-7832,04/01/1998,16,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",09:00 AM-12:00 PM,Sep-May,-,Not Rated
0000578200,001,LICENSED GROUP,18. EAU CLAIRE,TRINITY CHRISTIAN PRESCHOOL                       ,520180,1314 E Lexington Blvd,                              ,Eau Claire     ,54701-6434,"KNICKERBOCKER, MARLEE",715-832-6601,03/03/1997,25,"3 Year(s), 0 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",09:00 AM-03:15 PM,Sep-May,-,Not Rated
0000578260,001,LICENSED GROUP,11. COLUMBIA,KELLY'S DAYCARE                                   ,120675,405 Sauk St,                              ,Lodi           ,53555,"MCKENNA, KELLY",608-592-5418,07/01/1998,14,"1 Year(s), 0 Month(s), 0 Week(s)","10 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:00 PM,Jan-Dec,Y,Not Rated
0000578580,001,LICENSED FAMILY,55. ST. CROIX,COVE COUNTRY PRESCHOOL                            ,531185,266 S Cove Rd,                              ,Hudson         ,54016,"LARSON, ANGELA",715-386-1351,03/01/1998,8,"3 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",09:00 AM-,Jun-Aug,Y,Not Rated
0000578580,001,LICENSED FAMILY,55. ST. CROIX,COVE COUNTRY PRESCHOOL                            ,531185,266 S Cove Rd,                              ,Hudson         ,54016,"LARSON, ANGELA",715-386-1351,03/01/1998,8,"3 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",09:00 AM-,Sep-May,Y,Not Rated
0000578700,001,LICENSED FAMILY,40. MILWAUKEE,RUSS FAMILY DAY CARE                              ,235444,7624 Stickney Ave,                              ,Wauwatosa      ,53213-1751,"RUSS, MICHELLE",414-708-9748,08/01/1997,8,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 0 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,Y,Not Rated
0000578970,002,LICENSED GROUP,20. FOND DU LAC,DISCOVERY PRESCHOOL INC                           ,1012318,222 E Blossom St,                              ,Ripon          ,54971-1526,"MEEKS, JOLENE",920-748-3493,09/04/2007,40,"2 Year(s), 6 Month(s), 0 Week(s)","10 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Not Rated
0000579000,001,LICENSED FAMILY,31. KEWAUNEE,COUNTRY ANGELS CHILDCARE                          ,1007971,E928 County Road N,                              ,Luxemburg      ,54217,"SIBILSKY, JANICE",920-606-4791,06/23/2004,8,"0 Year(s), 0 Month(s), 6 Week(s)","7 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Not Rated
0000579100,002,LICENSED FAMILY,40. MILWAUKEE,PASO A PASITO LLC                                 ,1011633,5324 Olympia Ln,                              ,Greendale      ,53129,"CENTENO, MIRNA",414-235-9223,05/25/2007,8,"0 Year(s), 3 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-05:00 PM,Jan-Dec,Y,3 Stars
0000579180,001,LICENSED FAMILY,40. MILWAUKEE,HERRON'S HAVEN CC CENTER                          ,1012753,1943 N 19th St,                              ,Milwaukee      ,53205,"SAFFOLD-GORDON, TALEKA M",414-323-7253,12/14/2004,8,"0 Year(s), 0 Month(s), 4 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-10:00 PM,Jan-Dec,Y,3 Stars
0000579340,003,LICENSED FAMILY,40. MILWAUKEE,DIEGO'S FAMILY CHILD CARE                         ,1009949,2262 S 28th St,                              ,Milwaukee      ,53215-2426,"RAMIREZ, FELIPA",414-647-0389,11/18/2005,8,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:30 PM,Jan-Dec,Y,5 Stars
0000579400,001,LICENSED FAMILY,29. JUNEAU,CINDY'S FAMILY DAY CARE                           ,2002067,312 Kucirek St,                              ,Necedah        ,54646-8279,"STAINBROOK, CYNTHIA J",608-547-5597,02/01/2005,8,"0 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:30 PM,Jan-Dec,Y,2 Stars
0000579490,001,LICENSED FAMILY,40. MILWAUKEE,KBY'S FAMILY DAY CARE                             ,1009053,7805 W Bender Ave,                              ,Milwaukee      ,53218-1124,"YANG, KABAO",414-551-4457,04/18/2005,8,"0 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-11:59 PM,Jan-Dec,Y,2 Star
0000579640,001,LICENSED FAMILY,12. CRAWFORD,DEBBIE'S LITTLE CHUGGERS DAYCARE                  ,1008735,1404 S 15th St,                              ,Pr Du Chien    ,53821-2840,"WALZ, DEB",608-326-6093,05/23/2005,8,"0 Year(s), 0 Month(s), 3 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-05:30 PM,Jan-Dec,Y,Not Rated
0000579680,002,LICENSED FAMILY,37. MARATHON,ROBERTS' RUGRATS                                  ,2004406,1805 El Segundo Ave,                              ,Weston         ,54476-3928,"ROBERTS, MEGAN",715-432-1279,04/05/2019,8,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:30 PM,Jan-Dec,Y,2 Star
0000579700,002,LICENSED FAMILY,67. WAUKESHA,BUSY BJ'S PLAYHOUSE                               ,1012706,245 Parklawn Ct,                              ,Waukesha       ,53186,"KOCONIS-HINRICHS, MICHELLE",262-782-1228,01/15/2008,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000579710,001,LICENSED FAMILY,11. COLUMBIA,CONNIE'S KIDS                                     ,1008901,545 N Spring St,                              ,Columbus       ,53925,"MANN, CONNIE",920-623-2885,06/13/2005,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-07:00 PM,Jan-Dec,Y,2 Stars
0000579720,001,LICENSED FAMILY,40. MILWAUKEE,TRACY'S LITTLE ANGELS                             ,1009258,1921 N 28th St,                              ,Milwaukee      ,53208-1516,"INGRAM, TRACY",414-554-5879,06/27/2005,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-10:00 PM,Jan-Dec,Y,3 Star
0000579790,002,LICENSED GROUP,16. DOUGLAS,NEWBORN 2 SCHOOL EDUCATION INC                    ,2001394,1419 Hill Ave,                              ,Superior       ,54880-1951,"BENSON, AMY",715-392-2499,08/01/2013,94,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:30 PM,Jan-Dec,Y,2 Stars
0000580480,001,LICENSED GROUP,13. DANE,ASRA'S FAMILY CHILDCARE CENTER INC                ,1009955,5206 Siggelkow Rd,                              ,Madison        ,53718,"JOHNSTON, MAUREEN",608-838-7866,11/07/2005,54,"0 Year(s), 0 Month(s), 6 Week(s)","9 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:30 PM,Jan-Dec,Y,3 Stars
0000580590,002,LICENSED GROUP,05. BROWN,KINDERCARE LEARNING CTR - CORMIER                 ,1010031,786 Cormier Rd,                              ,Green Bay      ,54304,"KRAHN, LINDSEY",920-498-8855,12/01/2005,140,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,003,LICENSED GROUP,67. WAUKESHA,KINDERCARE LEARNING CTRS-BELOIT RD                ,1010067,13000 W Beloit Rd,                              ,New Berlin     ,53151,"BIEDERMAN, LAURA",414-425-5924,11/01/2005,110,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,005,LICENSED GROUP,67. WAUKESHA,KINDERCARE LEARNING CTRS-PINE ST                  ,1010069,1705 S Pine St,                              ,Waukesha       ,53188,"GRAF, SUE",262-549-3283,11/01/2005,125,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,006,LICENSED GROUP,67. WAUKESHA,KINDERCARE LEARNING CTRS-MAIN ST                  ,1010070,N88 W15240 Main St,                              ,Menomonee Falls,53051,"TALBOT, ALISON",262-255-5141,11/01/2005,80,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,007,LICENSED GROUP,67. WAUKESHA,KINDERCARE LEARNING CTRS-PEWAUKEE                 ,1010071,1288 Capitol Dr,                              ,Pewaukee       ,53072,"STADLER, MELISSA",262-695-0888,11/01/2005,120,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,009,LICENSED GROUP,67. WAUKESHA,KINDERCARE LEARNING CTRS-HILLSIDE                 ,1010073,3175 Hillside Dr,                              ,Delafield      ,53018,"HAJNY, SARAH",262-646-5112,11/01/2005,100,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,010,LICENSED GROUP,44. OUTAGAMIE,KINDERCARE LEARNING CTR - TRUMAN                  ,1010059,749 Truman St,                              ,Kimberly       ,54136,"SCHLAG, JILL",920-687-3111,12/01/2005,160,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,011,LICENSED GROUP,70. WINNEBAGO,KINDERCARE LEARNING CTR - NEENAH                  ,1010060,776 Birch St,                              ,Neenah         ,54956,"HONICK, ALICIA",920-722-1110,12/01/2005,125,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,012,LICENSED GROUP,05. BROWN,KINDERCARE LEARNING CTR - SECURITY                ,1010023,600 Security Blvd,                              ,Green Bay      ,54313,"WEINFURTNER, TASHA",920-434-2700,12/01/2005,120,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,014,LICENSED GROUP,05. BROWN,KINDERCARE LEARNING CTR - ARCADIAN                ,1010026,1553 Arcadian Ln,                              ,De Pere        ,54115,"CZEMPINSKI, BRITTNEY",920-983-6430,12/01/2005,160,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,015,LICENSED GROUP,05. BROWN,KINDERCARE LEARNING CTR - BELLEVUE                ,1010027,1510 Bellevue St,                              ,Green Bay      ,54302,"WOKCIK, STACEY",920-468-6503,12/01/2005,200,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:30 PM,Jan-Dec,Y,5 Stars
0000580590,018,LICENSED GROUP,44. OUTAGAMIE,KINDERCARE LEARNING CTR - APPLETON                ,1010032,332 Metro Dr,                              ,Appleton       ,54913,"KAPHINGST, DANA",920-739-6963,12/01/2005,103,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,020,LICENSED GROUP,45. OZAUKEE,KINDERCARE LEARNING CTR - WASH AVE                ,1010078,W62 N218 Washington Ave,                              ,Cedarburg      ,53012-2763,"HILGART, TRISTA",262-377-2031,11/01/2005,100,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",05:45 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,021,LICENSED GROUP,40. MILWAUKEE,KINDERCARE LEARNING CTRS-WHITNALL                 ,1010082,4692 S Whitnall Ave,                              ,St Francis     ,53235,"CHASTAIN, NICKI",414-482-3366,12/01/2005,130,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 0 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,022,LICENSED GROUP,40. MILWAUKEE,KINDERCARE LEARNING CTRS-HOWELL                   ,1010086,7677 S Howell Ave,                              ,Oak Creek      ,53154,"RODRIGUEZ, KERI",414-762-9050,11/01/2005,130,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 0 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,024,LICENSED GROUP,40. MILWAUKEE,KINDERCARE LEARNING CTRS-S 61ST ST                ,220089,2374 S 61st St,                              ,West Allis     ,53219,"MARX, GINA",414-546-0730,04/01/1997,190,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,026,LICENSED GROUP,40. MILWAUKEE,KINDERCARE LEARNING CTRS-27TH ST                  ,220088,4854 S 27th St,                              ,Milwaukee      ,53221-2604,"FRANSZCZAK, HEATHER",414-281-4396,04/01/1997,120,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000580590,027,LICENSED GROUP,40. MILWAUKEE,KINDERCARE LEARNING CTRS-N 76TH ST                ,220084,6835 N 76th St,                              ,Milwaukee      ,53223,"SCOTT, KIMBERLY",414-358-2060,04/01/1997,160,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,5 Stars
