Provider Number,Location Number,Application Type,County,Facility Name,Facility Number,Line Address 1,Line Address 2,City,Zip Code,Contact Name,Contact Phone,LICENSED Date,Capacity,From Age,To Age,Hours,Months,Full Time,Star Level 
2000560952,007,PUBLIC SCHOOL,59. SHEBOYGAN,BERRY BRANCH-EXTRA MILE CHILD CARE                ,2003491,500 Parkview Dr,                              ,Plymouth       ,53073-1552,"HAUN, KARYN",920-892-5037,06/07/2017,68,"4 Year(s), 0 Month(s), 0 Week(s)","10 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000561012,003,LICENSED GROUP,51. RACINE,TOTAL LEARNING CHILD CARE INC                     ,1015075,1408 15th Ave,                              ,Union Grove    ,53182,"KATTERHAGEN, AIMEE",262-878-9300,02/08/2010,30,"0 Year(s), 0 Month(s), 4 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:30 PM,Jan-Dec,Y,2 Stars
2000561082,001,LICENSED FAMILY,16. DOUGLAS,MICKEY MOUSE PLAYHOUSE                            ,531246,516 Baxter Ave,                              ,Superior       ,54880,"JOHNSON, JILLENE L",715-392-2604,02/09/1998,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:30 PM,Jan-Dec,Y,2 Stars
2000561162,001,LICENSED GROUP,51. RACINE,NOAH'S ARK PRESCHOOL                              ,225172,126 Chapel Ter,                              ,Burlington     ,53105,"PUM, MARY",262-767-9095,04/27/1997,36,"3 Year(s), 0 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:00 PM,Sep-May,Y,Not Rated
2000561332,002,LICENSED GROUP,13. DANE,ST. JAMES                                         ,2006334,1204 Saint James Ct,                              ,Madison        ,53715-1345,"NORBY, TRICIA",608-268-9935,12/14/2022,40,"2 Year(s), 6 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-05:30 PM,Jan-Dec,Y,Not Rated
2000561432,001,LICENSED GROUP,68. WAUPACA,YOUNG IMPRESSIONS INC                             ,420475,535 Water St,                              ,Iola           ,54945,"MACK, KARI",715-445-4444,06/01/1992,30,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-05:00 PM,Jan-Dec,Y,2 Stars
2000561432,003,LICENSED GROUP,68. WAUPACA,YOUNG IMPRESSIONS SCH AGE CARE                    ,420563,450 Division St,                              ,Iola           ,54945-9629,"MACK, KARI",715-445-4444,11/22/1993,30,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000561452,001,LICENSED GROUP,64. WALWORTH,THE CLIMBING TREE CHILD CARE                      ,1011896,3147 W Main St,                              ,East Troy      ,53120-1151,"ANDERSON, COLLEEN",262-642-5001,10/26/1997,40,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,3 Stars
2000561732,001,LICENSED FAMILY,22. GRANT,JENNY'S FAMILY DAYCARE                            ,131828,5424 Sand Lake Ln,                              ,Cassville      ,53806,"HOCHHAUSEN, JENNY",608-725-5808,12/16/1997,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:00 AM-06:00 PM,Jan-Dec,Y,2 Stars
2000563512,001,LICENSED FAMILY,40. MILWAUKEE,KATHERINE HORNSBY'S DAY CARE CENTER               ,1008252,6716 W Bluemound Rd,                              ,Wauwatosa      ,53213,"HORNSBY, KATHERINE M",414-607-3733,04/23/1998,8,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,Y,Not Rated
2000563552,001,LICENSED GROUP,40. MILWAUKEE,CARPENTERS SHOP CHRISTIAN DAY CARE                ,220752,,819 E Silver Spring Dr        ,Whitefish Bay  ,53217,"BESSETTE, MONICA",414-431-0306,09/05/1989,65,"0 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,Y,3 Stars
2000563552,002,LICENSED GROUP,40. MILWAUKEE,TREE OF LIFE CHRISTIAN PRESCHOOL                  ,2001765,819 E Silver Spring Dr,                              ,Whitefish Bay  ,53217-5233,"NAU, KARI",414-964-8733,04/01/2014,28,"2 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",08:45 AM-11:30 AM,Sep-Jun,-,Not Rated
2000563592,001,LICENSED GROUP,40. MILWAUKEE,COA CHILD CARE CENTER                             ,220071,909 E Garfield Ave,                              ,Milwaukee      ,53212,"KERSTIN, DEBORAH",414-290-7906,10/14/1991,125,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,5 Stars
2000563592,004,LICENSED GROUP,40. MILWAUKEE,COA BURKE EARLY EDUCATION CENTER                  ,2002445,2320 W Burleigh St,                              ,Milwaukee      ,53206-1751,"AUSTIN, ANDREA",414-447-9039,08/21/2015,116,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,5 Stars
2000563832,001,LICENSED GROUP,40. MILWAUKEE,LUTHERAN HOME CHILDREN'S CENTER                   ,225107,7500 W North Ave,                              ,Wauwatosa      ,53213-1717,"LIPPERT, LINDSAY",414-258-6170,09/03/1991,75,"0 Year(s), 0 Month(s), 6 Week(s)","4 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:45 PM,Jan-Dec,Y,5 Stars
2000563872,001,LICENSED GROUP,40. MILWAUKEE,MILESTONES PROG FOR CHILD-ATWATER                 ,220339,2100 E Capitol Dr,                              ,Shorewood      ,53211,"FISHER, MICHELLE",414-964-5545,05/27/1998,106,"4 Year(s), 0 Month(s), 0 Week(s)","13 Year(s), 0 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,-,Not Rated
2000563872,004,LICENSED GROUP,40. MILWAUKEE,MILESTONES PROG FOR CHILD-HOLY FAM                ,220341,4849 N Wildwood Ave,                              ,Whitefish Bay  ,53217,"ZAGORSKI, CHERYL",414-659-7974,05/27/1998,93,"4 Year(s), 0 Month(s), 0 Week(s)","14 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,Y,Not Rated
2000563872,005,LICENSED GROUP,40. MILWAUKEE,MILESTONES PROG FOR CHILD-LAKE BLUF               ,220342,1600 E Lake Bluff,                              ,Shorewood      ,53211,"HOLMES, ALEXIS",414-964-5545,05/27/1998,95,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,-,Not Rated
2000563872,006,LICENSED GROUP,40. MILWAUKEE,MILESTONES PROG FOR CHILD-PARKWAY                 ,220344,,5910 N Milwaukee River Pkwy   ,Glendale       ,53209,"CADIRAMEN, ANISHKA",414-351-3748,05/27/1998,44,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,-,Not Rated
2000563872,009,LICENSED GROUP,40. MILWAUKEE,MILESTONES PROG FOR CHILD-LYDELL                  ,220343,5205 N Lydell Ave,                              ,Whitefish Bay  ,53217,"SCHMIDT, CATHY",414-967-2160,05/27/1998,45,"0 Year(s), 0 Month(s), 8 Week(s)","7 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,Y,3 Stars
2000563872,011,LICENSED GROUP,40. MILWAUKEE,MILESTONES PROG FOR CHILD-PLYMOUTH                ,220346,2717 E Hampshire St,                              ,Milwaukee      ,53211,"WIAREK, KATHY",414-967-2178,,65,"0 Year(s), 0 Month(s), 8 Week(s)","8 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563872,013,LICENSED GROUP,40. MILWAUKEE,MILESTONES PROG FOR CHILD-INDIAN HI               ,1004008,1101 W Brown Deer Rd,                              ,River Hills    ,53217,"MILLER, SARAH",414-351-0810,04/13/2003,125,"0 Year(s), 0 Month(s), 8 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,Y,3 Stars
2000563872,015,LICENSED GROUP,40. MILWAUKEE,MILESTONES PROG FOR CHILD-ST MONICA               ,1009665,,5635 N Santa Monica Blvd      ,Whitefish Bay  ,53217,"ZAGORSKI, CHERYL",414-964-5545,08/31/2005,76,"4 Year(s), 0 Month(s), 0 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,-,Not Rated
2000563872,016,LICENSED GROUP,40. MILWAUKEE,MILESTONES PROG FOR CHILD-ST ROBERT               ,1015083,2214 E Capitol Dr,                              ,Milwaukee      ,53211,"ZAGORSKI, CHERYL",414-964-5545,08/23/2010,24,"4 Year(s), 0 Month(s), 0 Week(s)","15 Year(s), 0 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,Y,Not Rated
2000563872,017,LICENSED GROUP,40. MILWAUKEE,SAINT ROBERTS CAFE MILESTONES                     ,2000236,2200 E Capitol Dr,                              ,Shorewood      ,53211-2105,"ZAGORSKI, CHERYL",414-964-5545,08/23/2012,32,"6 Year(s), 0 Month(s), 0 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",03:00 PM-06:00 PM,Jan-Dec,-,Not Rated
2000563892,003,PUBLIC SCHOOL,40. MILWAUKEE,MPS- CASS CLC                                     ,1014740,1647 N Cass Street,                              ,Milwaukee      ,53202,"ALIOTO, ROSE",414-212-2787,05/28/1998,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,004,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CLARKE STREET CLC                           ,2100254,2816 W Clarke St,                              ,Milwaukee      ,53210-2621,"HATCHETT, SOPHIA",414-267-1039,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,006,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP ELM                                    ,2100252,900 W Walnut St,                              ,Milwaukee      ,53205-1761,"CHAMBERS, TYSHA",414-267-1831,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,008,PUBLIC SCHOOL,40. MILWAUKEE,MPS - FRATNEY CLC                                 ,2100251,3255 N Fratney St,                              ,Milwaukee      ,53212-2240,"TORRES, LISBEL",414-267-1154,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,009,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP FRANKLIN                               ,2100250,2308 W Nash St,                              ,Milwaukee      ,53206-1830,"SPENCER, JAQUIL",414-875-4462,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,011,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP GRANT                                  ,2100248,2920 W Grant St,                              ,Milwaukee      ,53215-2446,"KEIZER, JENNIFER",414-902-8069,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",02:25 PM-05:30 PM,Jan-Dec,-,2 Stars
2000563892,013,PUBLIC SCHOOL,40. MILWAUKEE,MPS - GREENFIELD CLC                              ,2100246,1711 S 35th St,                              ,Milwaukee      ,53215-2004,"CRUZ, PABLO",414-902-8295,11/03/2017,200,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,014,PUBLIC SCHOOL,40. MILWAUKEE,MPS - HOLMES CLC                                  ,2100245,2463 N Buffum St,                              ,Milwaukee      ,53212-2901,"LOVE, MARKEVAN",414-267-1403,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,015,PUBLIC SCHOOL,40. MILWAUKEE,MPS - HOPKINS LLOYD CLC                           ,1014265,1503 W Hopkins St,                              ,Milwaukee      ,53206-2165,"HUFF, JAQUILYNN",414-267-0641,05/28/1998,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Star
2000563892,016,PUBLIC SCHOOL,40. MILWAUKEE,MPS - KAGEL CLC                                   ,2100244,1210 W Mineral St,                              ,Milwaukee      ,53204-2132,"HALE, QUINTIN",414-902-7446,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,017,PUBLIC SCHOOL,40. MILWAUKEE,MPS - LAFOLLETTE CLC                              ,2100243,3239 N 9th St,                              ,Milwaukee      ,53206-3251,"WALKER, SONIA",414-267-5252,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,018,PUBLIC SCHOOL,40. MILWAUKEE,MPS HEAD START - GRANT GORDON LRNG CTR            ,2100242,921 W Meinecke Ave,                              ,Milwaukee      ,53206-3137,"WASHINGTON, KRISSY",414-475-8094,08/24/2017,85,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:20 AM-02:20 PM,Aug-Jun,Y,Not Rated
2000563892,019,PUBLIC SCHOOL,40. MILWAUKEE,MPS - LINCOLN AVE CAMP                            ,2100241,1817 W Lincoln Ave,                              ,Milwaukee      ,53215-2650,"ORTIZ, AIDA",414-902-9700,01/18/2017,50,"3 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,5 Stars
2000563892,021,PUBLIC SCHOOL,40. MILWAUKEE,MPS - MITCHELL CLC                                ,2100239,1728 S 23rd St,                              ,Milwaukee      ,53204-3009,"MAGANA, ANA",414-902-8141,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,024,PUBLIC SCHOOL,40. MILWAUKEE,MPS - RILEY SAFE PLACE                            ,2100236,2424 S 4th St,                              ,Milwaukee      ,53207-1411,"AUSTIN, JESSICA",414-902-7186,01/18/2017,175,"3 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,028,PUBLIC SCHOOL,40. MILWAUKEE,MPS - TOWNSEND CLC                                ,2100234,3360 N Sherman Blvd,                              ,Milwaukee      ,53216-3559,"NOWAK, CODY",414-393-5985,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,030,PUBLIC SCHOOL,40. MILWAUKEE,MPS - WESTSIDE I CLC                              ,2100232,1945 N 31st St,                              ,Milwaukee      ,53208-1902,"ADONG, ROSE",414-934-5074,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,035,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP BRUCE                                  ,2100228,6453 N 89th St,                              ,Milwaukee      ,53224-5307,"DOLAN, TERRY",414-393-2100,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,036,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP BURDICK                                ,2100227,4348 S Griffin Ave,                              ,Milwaukee      ,53207-5026,"BALISTRERI, TOM",414-294-1256,01/18/2017,100,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,037,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP COOPER                                 ,2100226,5143 S 21st St,                              ,Milwaukee      ,53221-3533,"LEVACK, PAULA",414-304-6363,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,038,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP FAIRVIEW                               ,2100225,6500 W Kinnickinnic River Pkwy,                              ,Milwaukee      ,53219-3030,"SEXTON, KRISTINA",414-546-7700,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,042,PUBLIC SCHOOL,40. MILWAUKEE,MPS - ZABLOCKI CLC                                ,2100221,1016 W Oklahoma Ave,                              ,Milwaukee      ,53215-4746,"DELGADO, JUDITH",414-267-4423,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,043,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP CURTIN                                 ,2100220,3450 S 32nd St,                              ,Milwaukee      ,53215-4204,"GARCIA, JULIE",414-902-7771,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,045,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP HI MOUNT                               ,2100218,4921 W Garfield Ave,                              ,Milwaukee      ,53208-1109,"GUILBERT, CAMARA",414-510-6211,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,046,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP MANITOBA                               ,2100217,4040 W Forest Home Ave,                              ,Milwaukee      ,53215-3538,"MITCHELL, LISA",414-475-8788,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-08:45 AM,Jan-Dec,-,2 Stars
2000563892,047,PUBLIC SCHOOL,40. MILWAUKEE,MPS - EIGHTY-FIRST STREET CLC                     ,2100216,2964 N 81st St,                              ,Milwaukee      ,53222-4808,"BUTLER, KAREN",414-852-4085,01/18/2017,100,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,048,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP CLEMENS                                ,2100215,3600 W Hope Ave,                              ,Milwaukee      ,53216-1761,"YEDELL, SALLY",414-514-8365,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,049,PUBLIC SCHOOL,40. MILWAUKEE,MPS - DOERFLER CLC                                ,2100214,3014 W Scott St,                              ,Milwaukee      ,53215-1643,"GARCIA, HILDA",414-902-9507,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,050,PUBLIC SCHOOL,40. MILWAUKEE,MPS - MARVIN PRATT SAFE PLACE                     ,2100213,5131 N Green Bay Ave,                              ,Milwaukee      ,53209-5753,"SATTERFIELD, ANTOINETTE",414-247-7300,10/02/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",02:30 PM-06:00 PM,Jan-Dec,Y,2 Stars
2000563892,051,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP GARLAND                                ,2100212,3120 W Green Ave,                              ,Milwaukee      ,53221-4178,"WHITE, TAKARA",414-304-6510,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,052,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP HAWTHORNE                              ,1014738,6945 N 41st St,                              ,Milwaukee      ,53209-2204,"LIDDELL, CHRISTAL",414-247-7211,01/18/2017,175,"3 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,3 Star
2000563892,053,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP HONEY CREEK                            ,2100211,6701 W Eden Pl,                              ,Milwaukee      ,53220-1335,"MENDOZA, TEODULA",414-604-7900,01/18/2017,100,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,054,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP LANCASTER                              ,2100210,4931 N 68th St,                              ,Milwaukee      ,53218-3905,"TIDWELL, SHARON",414-553-4893,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,056,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP LOWELL                                 ,2100208,4360 S 20th St,                              ,Milwaukee      ,53221-2367,"STYERS, KELLY",414-304-6644,01/18/2017,100,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,058,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP MARYLAND                               ,2100207,2418 N Maryland Ave,                              ,Milwaukee      ,53211-4438,"DICARLO, JOSEPH",414-906-4828,01/18/2017,100,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,059,PUBLIC SCHOOL,40. MILWAUKEE,MPS HEAD START - MARVIN PRATT SCHOOL              ,2100206,5131 N Green Bay Ave,                              ,Milwaukee      ,53209-5753,"WASHINGTON, KRISSY",414-475-8094,08/24/2017,54,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:20 AM-02:20 PM,Aug-Jun,Y,Not Rated
2000563892,061,PUBLIC SCHOOL,40. MILWAUKEE,MPS - FIFTY-THIRD STREET CLC                      ,2100204,3618 N 53rd St,                              ,Milwaukee      ,53216-2952,"COLBERT, EMMIT",414-874-5386,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,063,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP WHITTIER                               ,2100202,4382 S 3rd St,                              ,Milwaukee      ,53207-4968,"WIELAND, JODIE",414-294-1482,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,Not Rated
2000563892,067,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP CONGRESS                               ,2100199,5225 W Lincoln Creek Dr,                              ,Milwaukee      ,53218-5721,"JEFFRIES, KEYANA",414-616-2711,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,068,PUBLIC SCHOOL,40. MILWAUKEE,MPS - ALLEN FIELD CLC                             ,2100198,730 W Lapham Blvd,                              ,Milwaukee      ,53204-3428,"KREUL, KEEGAN",414-902-9341,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,070,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP GOODRICH                               ,2100197,8251 N Celina St,                              ,Milwaukee      ,53224-2713,"GREGORY, GWEN",262-236-1553,01/18/2017,100,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars
2000563892,071,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP MFIS                                   ,2100196,2360 N 52nd St,                              ,Milwaukee      ,53210-2701,"BANKS, LORI",414-874-8469,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,072,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CARSON ACADEMY CLC                          ,2100195,4920 W Capitol Dr,                              ,Milwaukee      ,53216-2321,"CHILDS, ZIKIRA",414-393-4820,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,074,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP PARKSIDE                               ,2100193,2969 S Howell Ave,                              ,Milwaukee      ,53207-2083,"KIRBY, ASHLEY",414-294-1687,01/18/2017,175,"3 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
2000563892,076,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP STUART                                 ,2100191,7001 N 86th St,                              ,Milwaukee      ,53224-4841,"HOBBS, EVERETT",414-393-3711,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-07:20 AM,Jan-Dec,-,2 Stars
2000563892,077,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP TROWBRIDGE                             ,2100190,1943 E Trowbridge St,                              ,Milwaukee      ,53207-2564,"REISER, ANDREW",414-294-1900,01/18/2017,50,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,Not Rated
2000563892,079,PUBLIC SCHOOL,40. MILWAUKEE,MPS - CAMP MSIS                                   ,2100188,2765 S 55th St,                              ,Milwaukee      ,53219-3269,"GALARZA, NAIMARA",414-604-7667,01/18/2017,175,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,2 Stars
