provider_number,location_number,application_type,county,facility_name,facility_number,line_address_1,line_address_2,city,zip_code,contact_name,contact_phone,licensed_date,capacity,from_age,to_age,hours,months,full_time,star_level,search_link
1000577751,2,LICENSED GROUP,37. MARATHON,BETHLEHEM COMM PRESCH AND CHILDCARE,1012077,1750 County Road Xx,NA,Rothschild,54474,"CLERMONT, AUTUMN",715-359-3366,08/06/2007,74,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577751&LocationNumber=2
1000577761,1,LICENSED FAMILY,40. MILWAUKEE,WINNIE'S WONDERLAND FAM DAY CARE CT,235189,NA,844 E Silver Spring Dr,Whitefish Bay,53217,"WINTER, KIM L",414-962-7762,03/19/1997,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577761&LocationNumber=1
1000577811,1,LICENSED GROUP,18. EAU CLAIRE,CHAPEL HEIGHTS CHRISTIAN PRESCHOOL,520116,300 E Hamilton Ave,NA,Eau Claire,54701,"OLSON, TAMERA",715-832-2333,03/01/1997,26,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",08:15 AM-11:30 AM,Sep-May,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577811&LocationNumber=1
1000577831,1,LICENSED GROUP,07. BURNETT,GRACE NURSERY SCHOOL,520464,716 S Robert St,NA,Grantsburg,54840,"ROBERTS, KELLY",715-463-5699,05/01/1997,24,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",08:00 AM-04:00 PM,Sep-May,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577831&LocationNumber=1
1000577841,1,LICENSED GROUP,13. DANE,A GROWING PLACE OF DEFOREST INC,120202,615 Jefferson St,NA,Deforest,53532,"PERTZBORN, STEPHANIE",608-846-9400,02/01/1998,44,"3 Year(s), 0 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-03:00 PM,Sep-May,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577841&LocationNumber=1
1000577841,2,LICENSED GROUP,13. DANE,A GROWING PLACE PRESCHOOL GT4K,2000205,520 E Holum St,NA,Deforest,53532,"PERTZBORN, STEPHANIE",608-846-9400,09/01/2011,20,"4 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-03:30 PM,Sep-Jun,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577841&LocationNumber=2
1000577871,1,LICENSED GROUP,61. TREMPEALEAU,KINGDOM KIDS CHRISTIAN PRESCHOOL,520512,50351 Harmony St,NA,Osseo,54758,"JENSEN, MELISSA",715-597-3213,03/01/1997,12,"3 Year(s), 0 Month(s), 0 Week(s)","9 Year(s), 11 Month(s), 0 Week(s)",07:45 AM-04:00 PM,Sep-Jun,-,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577871&LocationNumber=1
1000577881,1,LICENSED GROUP,13. DANE,NEW MORNING NURSERY SCHOOL,120035,718 Gilmore St,NA,Madison,53711-1995,"DENTON, APRIL",608-233-0433,11/01/1996,48,"2 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",08:30 AM-04:00 PM,Jan-Dec,-,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577881&LocationNumber=1
1000577891,2,LICENSED GROUP,57. SAWYER,LCO HEAD START-EARLY HEAD START,1008964,8837 N Trepania Rd,NA,Hayward,54843,"BILLER, BARBARA",715-634-7262,03/07/2005,166,"0 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:45 AM-03:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577891&LocationNumber=2
1000577931,1,LICENSED GROUP,22. GRANT,SWCAP HEAD START LANCASTER,120767,925 W Maple St,NA,Lancaster,53533,"CRAPP, SHONDA",608-723-4074,11/01/1997,19,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:00 PM,Aug-May,-,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577931&LocationNumber=1
1000577931,2,LICENSED GROUP,22. GRANT,SWCAP MUSCODA HEAD START,1008185,800 N 6th St,NA,Muscoda,53533,"BEDWARD, CRYSTAL",608-553-1532,09/15/2004,18,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:00 PM,Aug-May,-,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577931&LocationNumber=2
1000577931,3,LICENSED GROUP,22. GRANT,SWCAP HEAD START PLATTEVILLE,1003391,110 W Adams,NA,Platteville,53533,"NEIS, PEGGY",608-553-1553,11/01/1999,19,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:00 PM,Aug-May,-,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577931&LocationNumber=3
1000577931,20,LICENSED GROUP,22. GRANT,SWCAP BOSCOBEL HEAD START,1009758,400 Johnson St,NA,Boscobel,53533,"BEDWARD, CRYSTAL",608-375-2381,10/03/2005,20,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:00 PM,Aug-May,-,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577931&LocationNumber=20
1000577931,21,LICENSED GROUP,25. IOWA,SWCAP DODGEVILLE HEAD START,1010600,212 E Chapel St,NA,Dodgeville,53533,"UDELHOFEN, JAMIE",608-553-1543,09/05/2006,14,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:00 PM,Aug-May,-,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577931&LocationNumber=21
1000577931,22,LICENSED GROUP,52. RICHLAND,SWCAP RICHLAND CENTER HEAD START,1010633,1801 St Hwy 80,NA,Richland Center,53533,"TROXEL, SUZETTE",608-553-1539,09/05/2006,14,"3 Year(s), 0 Month(s), 0 Week(s)","4 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:00 PM,Aug-May,-,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577931&LocationNumber=22
1000577931,26,LICENSED GROUP,22. GRANT,SWCAP FENNIMORE HEAD START,1015406,NA,1505 Lafollette St Rm 4,Fennimore,53533,"HENKEL, CARINA",608-553-1555,08/16/2010,13,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:00 PM,Aug-May,-,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577931&LocationNumber=26
1000577931,28,LICENSED GROUP,25. IOWA,SWCAP IOWA-GRANT HEAD START,2002495,498 County Road Ig,NA,Livingston,53533,"BODE, ASHLEY",608-533-1544,08/27/2015,11,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:00 PM,Jan-Dec,Y,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577931&LocationNumber=28
1000577931,29,LICENSED GROUP,33. LAFAYETTE,SWCAP SHULLSBURG HEAD START,2003043,444 N Judgement St,NA,Shullsburg,53533,"TURNER, ASHLEY",608-553-1546,09/06/2016,14,"3 Year(s), 0 Month(s), 0 Week(s)","4 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:00 PM,Jan-Dec,-,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577931&LocationNumber=29
1000577941,1,LICENSED GROUP,18. EAU CLAIRE,REDEEMER EARLY LEARNING PROGRAMS,520165,601 Fall St,NA,Eau Claire,54703,"VADNAIS, RUTHANNE",715-835-9207,12/01/1997,60,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577941&LocationNumber=1
1000577961,1,LICENSED GROUP,40. MILWAUKEE,LOVING START PRESCHOOL,1003657,NA,2772 S Kinnickinnic Ave,Milwaukee,53207,"WHITAKER, MARTHA",414-744-4036,08/01/1999,24,"2 Year(s), 6 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",08:45 AM-11:45 AM,Jan-Dec,N,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577961&LocationNumber=1
1000577971,1,LICENSED GROUP,53. ROCK,CENTRAL LUTHERAN PRESCHOOL AND 4K,120095,100 W Rollin St,NA,Edgerton,53534,"GRABOW, BARBARA",608-884-9418,02/01/1997,38,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-,Sep-May,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000577971&LocationNumber=1
1000578091,1,LICENSED FAMILY,23. GREEN,MARY ANNS DAY CARE,130295,1311 21st Ave,NA,Monroe,53566,"NEARMAN, MARY ANN",608-328-4283,04/01/1997,8,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:30 PM,Aug-Jun,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578091&LocationNumber=1
1000578131,1,LICENSED FAMILY,55. ST. CROIX,JANSEN'S DAY CARE,530501,512 N Cedar Dr,NA,Hudson,54016,"JANSEN, DEBORAH",715-386-8279,02/01/1997,8,"0 Year(s), 0 Month(s), 8 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578131&LocationNumber=1
1000578401,1,LICENSED FAMILY,13. DANE,CUDDLETOWN CHILD CARE,131505,5305 Maywood Rd,NA,Monona,53716,"COLE-RICE, NANCY",608-221-1972,09/01/1996,8,"0 Year(s), 3 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:30 PM,Jan-Dec,Y,4 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578401&LocationNumber=1
1000578411,1,LICENSED FAMILY,37. MARATHON,SECOND HOME DAY CARE,630344,400 S Chestnut St,NA,Spencer,54479,"THIEME, MICHELLE",715-659-4708,09/24/1996,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:30 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578411&LocationNumber=1
1000578431,1,LICENSED FAMILY,13. DANE,BURBACKS TINY TOT FAMILY DAYCARE,1006229,4876 Kirkwood,NA,Waunakee,53597,"BURBACK, KATHY",608-850-9703,01/06/2003,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578431&LocationNumber=1
1000578651,1,LICENSED FAMILY,13. DANE,DAWNS DAY CARE,1005577,7108 Park Shores Ct,NA,Middleton,53562,"NORTON, DAWN",608-831-0806,07/01/2002,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578651&LocationNumber=1
1000578741,2,LICENSED GROUP,13. DANE,CREATIVE KIDS NURSERY AND DAYCARE,1014412,400 Progress,NA,Cottage Grove,53527,"GROSSO, JESSICA",608-839-0297,08/10/2009,45,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578741&LocationNumber=2
1000578771,1,LICENSED FAMILY,59. SHEBOYGAN,ELLY'S FAMILY DAY CARE,430969,105 S Pershing St,NA,Howards Grove,53083,"WEBER, ELENE",920-565-3719,02/01/1997,8,"0 Year(s), 0 Month(s), 6 Week(s)","10 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578771&LocationNumber=1
1000578781,1,LICENSED FAMILY,40. MILWAUKEE,EARLY EXPRESSIONS FAMILY CHILD CARE,1007542,4141 W Squire Ave,NA,Greenfield,53221,"ROETZ, JENNIFER",414-405-5484,03/17/2004,8,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578781&LocationNumber=1
1000578851,1,LICENSED FAMILY,40. MILWAUKEE,NA NA'S PRECIOUS MOMENTS CCC,1008325,10522 W Custer Ave,NA,Milwaukee,53225,"WARNE, CHARLOTTE",414-464-6138,10/25/2004,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-10:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578851&LocationNumber=1
1000578961,1,LICENSED GROUP,59. SHEBOYGAN,SHEBOYGAN CO HEADSTART-LAKESHORE,420699,1429 N 5th St,NA,Sheboygan,53081,"SCHWARZ, JULIE",920-458-2555,05/01/1997,70,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:30 PM,Jan-Dec,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578961&LocationNumber=1
1000578961,10,LICENSED GROUP,59. SHEBOYGAN,SHEBOYGAN CO HEAD START- ELC,1000603,1227 Wilson Ave,NA,Sheboygan,53081,"BUTLER, JULIE",920-207-3602,11/01/1998,20,"4 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-04:30 PM,Jan-Dec,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578961&LocationNumber=10
1000578961,14,LICENSED GROUP,59. SHEBOYGAN,GROWING GENERATIONS,1016007,1500 Douglas Dr,NA,Plymouth,53081,"LISOWE, DEBI",920-892-4999,05/03/2011,98,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578961&LocationNumber=14
1000578961,15,LICENSED GROUP,59. SHEBOYGAN,SHEBOYGAN CO HEAD START GENERATIONS,2000030,1500 Douglas Dr,NA,Plymouth,53081,"HALSTEAD, TIFFANY",920-207-5669,08/30/2011,30,"3 Year(s), 0 Month(s), 0 Week(s)","4 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:30 PM,Aug-Jun,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578961&LocationNumber=15
1000578961,16,LICENSED GROUP,59. SHEBOYGAN,SHEBOYGAN CO HS-SOUTHSIDE ALLIANCE,2002071,4321 County Road A,NA,Sheboygan,53081,"RIGNEY, LEIA",920-207-5612,09/04/2014,47,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-12:00 PM,Aug-Jun,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000578961&LocationNumber=16
1000579001,8,LICENSED GROUP,66. WASHINGTON,LITTLE FRIENDS LC ONE AND A HALF,2000850,929c N River Rd,NA,West Bend,53090-2670,"BASTIAN, JOY",262-306-8800,08/01/2012,49,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:00 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000579001&LocationNumber=8
1000579151,1,LICENSED FAMILY,40. MILWAUKEE,ROSA'S LOVING LEARNING DAY CARE,1010153,5311 N 49th St,NA,Milwaukee,53218,"SMITH, SHONTELL M",414-464-9990,12/07/2004,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-11:59 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000579151&LocationNumber=1
1000579271,1,LICENSED GROUP,45. OZAUKEE,CROSSROADS CHRISTIAN PRESCHOOL,1008686,6031 W Chapel Hill Rd,NA,Mequon,53097,"LEURQUIN, MAUREEN",262-242-1670,01/10/2005,34,"2 Year(s), 6 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",09:00 AM-11:45 AM,Sep-May,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000579271&LocationNumber=1
1000579321,2,LICENSED FAMILY,57. SAWYER,JENS CHILD CARE AND PRESCHOOL,1009645,10494 N Airport Rd,NA,Hayward,51843,"ROHLFING, JENNIFER",715-634-0915,09/05/2005,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000579321&LocationNumber=2
1000579441,1,LICENSED GROUP,43. ONEIDA,RHINELANDER PRESCHOOL AND CHILD CARE,1009004,699 Thayer St,NA,Rhinelander,54501,"WILMOT, GAYLE",715-369-2493,03/11/2005,30,"2 Year(s), 0 Month(s), 0 Week(s)","9 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:45 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000579441&LocationNumber=1
1000579631,1,LICENSED FAMILY,40. MILWAUKEE,BINKY FAMILY DAY CARE,1009169,3051 S 9th Pl,NA,Milwaukee,53215,"QUINONES, MIGDALIA",414-231-3049,02/09/2006,8,"0 Year(s), 0 Month(s), 4 Week(s)","13 Year(s), 0 Month(s), 0 Week(s)",06:00 AM-10:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000579631&LocationNumber=1
1000579721,1,LICENSED FAMILY,37. MARATHON,MAPLE CREST DAY CARE,1009261,8695 Maple Crest Dr,NA,Wausau,54401,"RIECK, CHERYL",715-848-2439,06/23/2005,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000579721&LocationNumber=1
1000579861,3,LICENSED FAMILY,37. MARATHON,RAINBOW FAMILY DAYCARE,2001436,2409 Rainbow Dr,NA,Kronenwetter,54455,"MCQUILLIN, TARA M",715-571-2956,04/14/2006,8,"2 Year(s), 0 Month(s), 0 Week(s)","10 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000579861&LocationNumber=3
1000580121,1,LICENSED FAMILY,40. MILWAUKEE,IN THE BEGINNING,1009617,209 S 64th St,NA,Milwaukee,53214,"MAGEROWSKI, MICHELLE",414-456-0716,09/15/2005,6,"0 Year(s), 0 Month(s), 4 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000580121&LocationNumber=1
1000580211,1,LICENSED FAMILY,13. DANE,MICHELLE'S CHILD CARE,1009732,4121 Grayhawk Trl,NA,Madison,53704,"OFFERDAHL, MICHELLE",608-301-0788,09/14/2005,7,"0 Year(s), 0 Month(s), 4 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000580211&LocationNumber=1
1000580541,1,LICENSED FAMILY,37. MARATHON,KAYS KIDS,1009905,655 Dalton Dr,NA,Mosinee,54455,"KOSHALEK, KAY",715-693-3626,12/05/2005,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000580541&LocationNumber=1
1000580681,1,LICENSED FAMILY,40. MILWAUKEE,WEE LITTLE DAYCARE,1010139,4679 N 71st St,NA,Milwaukee,53218,"XIONG, HOUA",414-461-0612,03/15/2006,8,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000580681&LocationNumber=1
1000580931,1,LICENSED GROUP,40. MILWAUKEE,ATONEMENT EARLY CHILDHOOD CENTER,1010389,4536 N Sherman Blvd,NA,Milwaukee,53209,"SCHLEIDEN, JENNIE",414-445-1011,08/28/2006,35,"3 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:30 PM,Aug-Jun,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000580931&LocationNumber=1
1000580931,3,LICENSED GROUP,40. MILWAUKEE,ATONEMENT EARLY CHILDHOOD CENTER II,2002840,4224 W Ruby Ave,NA,Milwaukee,53209,"SCHLEIDEN, JENNIE",414-445-1011,08/04/2016,46,"3 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-08:00 AM,Aug-Jun,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000580931&LocationNumber=3
1000580971,1,LICENSED GROUP,68. WAUPACA,ABC CHILD CARE,1010425,900 Ne 5th St,NA,Marion,54950,"WESTPHAL, SHARYL D",715-754-7529,04/27/2006,22,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",04:00 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000580971&LocationNumber=1
1000581581,3,LICENSED GROUP,25. IOWA,MINERAL POINT PRESCHOOL,2000181,121 Water St,NA,Mineral Point,53565,"OBERHAUSER, JULIE",608-574-5687,08/31/2011,17,"3 Year(s), 0 Month(s), 0 Week(s)","4 Year(s), 11 Month(s), 0 Week(s)",-11:00 AM,Sep-May,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000581581&LocationNumber=3
1000581621,1,LICENSED FAMILY,40. MILWAUKEE,TWANA'S FAMILY DAY CARE,1011088,8431 N 106th St,NA,Milwaukee,53224,"CARRINGTON, TWANA",414-354-5995,10/09/2006,8,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-07:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000581621&LocationNumber=1
1000581661,1,LICENSED GROUP,47. PIERCE,SONSHINE CHRISTIAN CHILDREN'S CTR,1012140,W7562 Us Highway 10,NA,Ellsworth,54011,"PUNCHES, TIA",715-273-4608,09/06/2006,50,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000581661&LocationNumber=1
1000581701,1,LICENSED FAMILY,18. EAU CLAIRE,BAMBI LAND,1011304,E19990 Sutton Rd,NA,Augusta,54722,"METZ, MELISSA K",715-286-2243,09/07/2006,8,"0 Year(s), 0 Month(s), 4 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:00 AM-05:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000581701&LocationNumber=1
1000581851,2,LICENSED FAMILY,55. ST. CROIX,HOLLY'S LITTLE RED WAGON CHILDCARE,1013883,212 S Division St,NA,Roberts,54023,"HALE, HOLLY",651-233-7327,10/29/2008,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:30 PM,Jan-Dec,Y,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000581851&LocationNumber=2
1000581871,1,LICENSED FAMILY,40. MILWAUKEE,GOODMAN'S CHILD CARE,1016137,5141 N 51st Blvd,NA,Milwaukee,53218,"GOODMAN, PAMELA",414-461-8591,10/17/2006,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-11:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000581871&LocationNumber=1
1000582091,1,LICENSED GROUP,40. MILWAUKEE,COVENANT EARLY CHILDHOOD CENTER,1011524,8121 W Hope Ave,NA,Milwaukee,53222,"ROSYNEK, MARCIA",414-438-9712,03/27/2007,50,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000582091&LocationNumber=1
1000582151,1,LICENSED FAMILY,40. MILWAUKEE,LILI'S FAMILY CHILD CARE,1011579,2535 W Lincoln Ave,NA,Milwaukee,53215,"RODRIGUEZ, LILIANA",414-346-3458,04/26/2007,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-11:59 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000582151&LocationNumber=1
1000582211,1,LICENSED FAMILY,40. MILWAUKEE,HOWELL ABOUT US FAM CHILDCARE CTR,1015979,5130 W Congress St,NA,Milwaukee,53218,"HOWELL, LINDA O",414-544-3650,02/05/2007,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",09:30 AM-08:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=1000582211&LocationNumber=1
