Row ID,Geography ID,Name,Variable Code,Variable,Value,Variable Unit,Date,Location
19035_2017_CAINC1-1_annual,19035,Cherokee,CAINC1-1,Personal income,617650,Thousands of dollars,12/31/2017,POINT (-95.633262 42.742737)
19035_2018_CAINC1-1_annual,19035,Cherokee,CAINC1-1,Personal income,668143,Thousands of dollars,12/31/2018,POINT (-95.633262 42.742737)
19035_2019_CAINC1-1_annual,19035,Cherokee,CAINC1-1,Personal income,622652,Thousands of dollars,12/31/2019,POINT (-95.633262 42.742737)
19035_2020_CAINC1-1_annual,19035,Cherokee,CAINC1-1,Personal income,632271,Thousands of dollars,12/31/2020,POINT (-95.633262 42.742737)
19035_2021_CAINC1-1_annual,19035,Cherokee,CAINC1-1,Personal income,781329,Thousands of dollars,12/31/2021,POINT (-95.633262 42.742737)
19035_2022_CAINC1-1_annual,19035,Cherokee,CAINC1-1,Personal income,956526,Thousands of dollars,12/31/2022,POINT (-95.633262 42.742737)
19037_1997_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,306624,Thousands of dollars,12/31/1997,POINT (-92.31721 43.059741)
19037_1998_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,309401,Thousands of dollars,12/31/1998,POINT (-92.31721 43.059741)
19037_1999_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,320209,Thousands of dollars,12/31/1999,POINT (-92.31721 43.059741)
19037_2000_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,324935,Thousands of dollars,12/31/2000,POINT (-92.31721 43.059741)
19037_2001_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,313397,Thousands of dollars,12/31/2001,POINT (-92.31721 43.059741)
19037_2002_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,314293,Thousands of dollars,12/31/2002,POINT (-92.31721 43.059741)
19037_2003_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,314228,Thousands of dollars,12/31/2003,POINT (-92.31721 43.059741)
19037_2004_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,350434,Thousands of dollars,12/31/2004,POINT (-92.31721 43.059741)
19037_2005_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,363637,Thousands of dollars,12/31/2005,POINT (-92.31721 43.059741)
19037_2006_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,381938,Thousands of dollars,12/31/2006,POINT (-92.31721 43.059741)
19037_2007_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,418338,Thousands of dollars,12/31/2007,POINT (-92.31721 43.059741)
19037_2008_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,447261,Thousands of dollars,12/31/2008,POINT (-92.31721 43.059741)
19037_2009_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,437922,Thousands of dollars,12/31/2009,POINT (-92.31721 43.059741)
19037_2010_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,479903,Thousands of dollars,12/31/2010,POINT (-92.31721 43.059741)
19037_2011_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,542423,Thousands of dollars,12/31/2011,POINT (-92.31721 43.059741)
19037_2012_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,551275,Thousands of dollars,12/31/2012,POINT (-92.31721 43.059741)
19037_2013_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,587607,Thousands of dollars,12/31/2013,POINT (-92.31721 43.059741)
19037_2014_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,624606,Thousands of dollars,12/31/2014,POINT (-92.31721 43.059741)
19037_2015_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,656842,Thousands of dollars,12/31/2015,POINT (-92.31721 43.059741)
19037_2016_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,637982,Thousands of dollars,12/31/2016,POINT (-92.31721 43.059741)
19037_2017_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,639943,Thousands of dollars,12/31/2017,POINT (-92.31721 43.059741)
19037_2018_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,681186,Thousands of dollars,12/31/2018,POINT (-92.31721 43.059741)
19037_2019_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,654676,Thousands of dollars,12/31/2019,POINT (-92.31721 43.059741)
19037_2020_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,676585,Thousands of dollars,12/31/2020,POINT (-92.31721 43.059741)
19037_2021_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,869387,Thousands of dollars,12/31/2021,POINT (-92.31721 43.059741)
19037_2022_CAINC1-1_annual,19037,Chickasaw,CAINC1-1,Personal income,1044891,Thousands of dollars,12/31/2022,POINT (-92.31721 43.059741)
19039_1997_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,157045,Thousands of dollars,12/31/1997,POINT (-93.784096 41.029191)
19039_1998_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,160123,Thousands of dollars,12/31/1998,POINT (-93.784096 41.029191)
19039_1999_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,173066,Thousands of dollars,12/31/1999,POINT (-93.784096 41.029191)
19039_2000_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,193685,Thousands of dollars,12/31/2000,POINT (-93.784096 41.029191)
19039_2001_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,195668,Thousands of dollars,12/31/2001,POINT (-93.784096 41.029191)
19039_2002_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,200871,Thousands of dollars,12/31/2002,POINT (-93.784096 41.029191)
19039_2003_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,211372,Thousands of dollars,12/31/2003,POINT (-93.784096 41.029191)
19039_2004_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,227314,Thousands of dollars,12/31/2004,POINT (-93.784096 41.029191)
19039_2005_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,239171,Thousands of dollars,12/31/2005,POINT (-93.784096 41.029191)
19039_2006_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,249908,Thousands of dollars,12/31/2006,POINT (-93.784096 41.029191)
19039_2007_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,264257,Thousands of dollars,12/31/2007,POINT (-93.784096 41.029191)
19039_2008_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,288758,Thousands of dollars,12/31/2008,POINT (-93.784096 41.029191)
19039_2009_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,280211,Thousands of dollars,12/31/2009,POINT (-93.784096 41.029191)
19039_2010_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,290432,Thousands of dollars,12/31/2010,POINT (-93.784096 41.029191)
19039_2011_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,303621,Thousands of dollars,12/31/2011,POINT (-93.784096 41.029191)
19039_2012_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,311443,Thousands of dollars,12/31/2012,POINT (-93.784096 41.029191)
19039_2013_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,322863,Thousands of dollars,12/31/2013,POINT (-93.784096 41.029191)
19039_2014_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,331663,Thousands of dollars,12/31/2014,POINT (-93.784096 41.029191)
19039_2015_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,354073,Thousands of dollars,12/31/2015,POINT (-93.784096 41.029191)
19039_2016_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,349245,Thousands of dollars,12/31/2016,POINT (-93.784096 41.029191)
19039_2017_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,367516,Thousands of dollars,12/31/2017,POINT (-93.784096 41.029191)
19039_2018_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,387179,Thousands of dollars,12/31/2018,POINT (-93.784096 41.029191)
19039_2019_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,378932,Thousands of dollars,12/31/2019,POINT (-93.784096 41.029191)
19039_2020_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,416575,Thousands of dollars,12/31/2020,POINT (-93.784096 41.029191)
19039_2022_CAINC1-1_annual,19039,Clarke,CAINC1-1,Personal income,468275,Thousands of dollars,12/31/2022,POINT (-93.784096 41.029191)
19041_1997_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,427669,Thousands of dollars,12/31/1997,POINT (-95.149875 43.081224)
19041_1998_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,435253,Thousands of dollars,12/31/1998,POINT (-95.149875 43.081224)
19041_1999_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,435614,Thousands of dollars,12/31/1999,POINT (-95.149875 43.081224)
19041_2000_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,474962,Thousands of dollars,12/31/2000,POINT (-95.149875 43.081224)
19041_2001_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,474473,Thousands of dollars,12/31/2001,POINT (-95.149875 43.081224)
19041_2002_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,469271,Thousands of dollars,12/31/2002,POINT (-95.149875 43.081224)
19041_2003_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,488849,Thousands of dollars,12/31/2003,POINT (-95.149875 43.081224)
19041_2004_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,526771,Thousands of dollars,12/31/2004,POINT (-95.149875 43.081224)
19041_2005_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,527518,Thousands of dollars,12/31/2005,POINT (-95.149875 43.081224)
19041_2006_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,546892,Thousands of dollars,12/31/2006,POINT (-95.149875 43.081224)
19041_2007_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,594634,Thousands of dollars,12/31/2007,POINT (-95.149875 43.081224)
19041_2008_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,657272,Thousands of dollars,12/31/2008,POINT (-95.149875 43.081224)
19041_2009_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,621891,Thousands of dollars,12/31/2009,POINT (-95.149875 43.081224)
19041_2010_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,654715,Thousands of dollars,12/31/2010,POINT (-95.149875 43.081224)
19041_2011_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,731185,Thousands of dollars,12/31/2011,POINT (-95.149875 43.081224)
19041_2012_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,757011,Thousands of dollars,12/31/2012,POINT (-95.149875 43.081224)
19041_2013_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,758011,Thousands of dollars,12/31/2013,POINT (-95.149875 43.081224)
19041_2014_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,764059,Thousands of dollars,12/31/2014,POINT (-95.149875 43.081224)
19041_2015_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,793555,Thousands of dollars,12/31/2015,POINT (-95.149875 43.081224)
19041_2016_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,737571,Thousands of dollars,12/31/2016,POINT (-95.149875 43.081224)
19041_2017_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,746335,Thousands of dollars,12/31/2017,POINT (-95.149875 43.081224)
19041_2018_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,791665,Thousands of dollars,12/31/2018,POINT (-95.149875 43.081224)
19041_2019_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,804622,Thousands of dollars,12/31/2019,POINT (-95.149875 43.081224)
19041_2020_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,875578,Thousands of dollars,12/31/2020,POINT (-95.149875 43.081224)
19041_2021_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,975367,Thousands of dollars,12/31/2021,POINT (-95.149875 43.081224)
19041_2022_CAINC1-1_annual,19041,Clay,CAINC1-1,Personal income,1021016,Thousands of dollars,12/31/2022,POINT (-95.149875 43.081224)
19043_1997_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,418213,Thousands of dollars,12/31/1997,POINT (-91.323576 42.840985)
19043_1998_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,426607,Thousands of dollars,12/31/1998,POINT (-91.323576 42.840985)
19043_1999_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,415358,Thousands of dollars,12/31/1999,POINT (-91.323576 42.840985)
19043_2000_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,446832,Thousands of dollars,12/31/2000,POINT (-91.323576 42.840985)
19043_2001_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,459736,Thousands of dollars,12/31/2001,POINT (-91.323576 42.840985)
19043_2002_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,463343,Thousands of dollars,12/31/2002,POINT (-91.323576 42.840985)
19043_2003_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,474295,Thousands of dollars,12/31/2003,POINT (-91.323576 42.840985)
19043_2004_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,513425,Thousands of dollars,12/31/2004,POINT (-91.323576 42.840985)
19043_2005_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,515184,Thousands of dollars,12/31/2005,POINT (-91.323576 42.840985)
19043_2006_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,529500,Thousands of dollars,12/31/2006,POINT (-91.323576 42.840985)
19043_2007_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,577068,Thousands of dollars,12/31/2007,POINT (-91.323576 42.840985)
19043_2008_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,618376,Thousands of dollars,12/31/2008,POINT (-91.323576 42.840985)
19043_2009_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,591619,Thousands of dollars,12/31/2009,POINT (-91.323576 42.840985)
19043_2010_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,638632,Thousands of dollars,12/31/2010,POINT (-91.323576 42.840985)
19043_2011_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,724324,Thousands of dollars,12/31/2011,POINT (-91.323576 42.840985)
19043_2012_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,749712,Thousands of dollars,12/31/2012,POINT (-91.323576 42.840985)
19043_2013_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,751979,Thousands of dollars,12/31/2013,POINT (-91.323576 42.840985)
19043_2014_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,776875,Thousands of dollars,12/31/2014,POINT (-91.323576 42.840985)
19043_2015_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,792604,Thousands of dollars,12/31/2015,POINT (-91.323576 42.840985)
19043_2016_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,788204,Thousands of dollars,12/31/2016,POINT (-91.323576 42.840985)
19043_2017_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,829641,Thousands of dollars,12/31/2017,POINT (-91.323576 42.840985)
19043_2018_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,840822,Thousands of dollars,12/31/2018,POINT (-91.323576 42.840985)
19043_2019_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,869279,Thousands of dollars,12/31/2019,POINT (-91.323576 42.840985)
19043_2020_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,923167,Thousands of dollars,12/31/2020,POINT (-91.323576 42.840985)
19043_2021_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,1034767,Thousands of dollars,12/31/2021,POINT (-91.323576 42.840985)
19043_2022_CAINC1-1_annual,19043,Clayton,CAINC1-1,Personal income,1098576,Thousands of dollars,12/31/2022,POINT (-91.323576 42.840985)
19045_1997_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1122834,Thousands of dollars,12/31/1997,POINT (-90.534243 41.898073)
19045_1998_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1158027,Thousands of dollars,12/31/1998,POINT (-90.534243 41.898073)
19045_1999_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1170307,Thousands of dollars,12/31/1999,POINT (-90.534243 41.898073)
19045_2000_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1230538,Thousands of dollars,12/31/2000,POINT (-90.534243 41.898073)
19045_2001_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1278969,Thousands of dollars,12/31/2001,POINT (-90.534243 41.898073)
19045_2002_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1319313,Thousands of dollars,12/31/2002,POINT (-90.534243 41.898073)
19045_2003_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1324938,Thousands of dollars,12/31/2003,POINT (-90.534243 41.898073)
19045_2004_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1399102,Thousands of dollars,12/31/2004,POINT (-90.534243 41.898073)
19045_2005_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1424850,Thousands of dollars,12/31/2005,POINT (-90.534243 41.898073)
19045_2006_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1504252,Thousands of dollars,12/31/2006,POINT (-90.534243 41.898073)
19045_2007_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1594626,Thousands of dollars,12/31/2007,POINT (-90.534243 41.898073)
19045_2008_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1670019,Thousands of dollars,12/31/2008,POINT (-90.534243 41.898073)
19045_2009_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1670061,Thousands of dollars,12/31/2009,POINT (-90.534243 41.898073)
19045_2010_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1728170,Thousands of dollars,12/31/2010,POINT (-90.534243 41.898073)
19045_2011_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1850663,Thousands of dollars,12/31/2011,POINT (-90.534243 41.898073)
19045_2012_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1873270,Thousands of dollars,12/31/2012,POINT (-90.534243 41.898073)
19045_2013_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1873364,Thousands of dollars,12/31/2013,POINT (-90.534243 41.898073)
19045_2014_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1861848,Thousands of dollars,12/31/2014,POINT (-90.534243 41.898073)
19045_2015_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1936013,Thousands of dollars,12/31/2015,POINT (-90.534243 41.898073)
19045_2016_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1943378,Thousands of dollars,12/31/2016,POINT (-90.534243 41.898073)
19045_2017_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,1957600,Thousands of dollars,12/31/2017,POINT (-90.534243 41.898073)
19045_2018_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,2032829,Thousands of dollars,12/31/2018,POINT (-90.534243 41.898073)
19045_2019_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,2089984,Thousands of dollars,12/31/2019,POINT (-90.534243 41.898073)
19045_2020_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,2200713,Thousands of dollars,12/31/2020,POINT (-90.534243 41.898073)
19045_2021_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,2394872,Thousands of dollars,12/31/2021,POINT (-90.534243 41.898073)
19045_2022_CAINC1-1_annual,19045,Clinton,CAINC1-1,Personal income,2439029,Thousands of dollars,12/31/2022,POINT (-90.534243 41.898073)
19047_1997_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,356473,Thousands of dollars,12/31/1997,POINT (-95.38909 42.043119)
19047_1998_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,353161,Thousands of dollars,12/31/1998,POINT (-95.38909 42.043119)
19047_1999_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,351031,Thousands of dollars,12/31/1999,POINT (-95.38909 42.043119)
19047_2000_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,390515,Thousands of dollars,12/31/2000,POINT (-95.38909 42.043119)
19047_2001_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,399696,Thousands of dollars,12/31/2001,POINT (-95.38909 42.043119)
19047_2002_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,407593,Thousands of dollars,12/31/2002,POINT (-95.38909 42.043119)
19047_2003_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,414839,Thousands of dollars,12/31/2003,POINT (-95.38909 42.043119)
19047_2004_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,474987,Thousands of dollars,12/31/2004,POINT (-95.38909 42.043119)
19047_2005_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,493760,Thousands of dollars,12/31/2005,POINT (-95.38909 42.043119)
19047_2006_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,521357,Thousands of dollars,12/31/2006,POINT (-95.38909 42.043119)
19047_2007_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,569731,Thousands of dollars,12/31/2007,POINT (-95.38909 42.043119)
19047_2008_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,654442,Thousands of dollars,12/31/2008,POINT (-95.38909 42.043119)
19047_2009_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,572807,Thousands of dollars,12/31/2009,POINT (-95.38909 42.043119)
19047_2010_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,598342,Thousands of dollars,12/31/2010,POINT (-95.38909 42.043119)
19047_2011_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,673865,Thousands of dollars,12/31/2011,POINT (-95.38909 42.043119)
19047_2012_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,697790,Thousands of dollars,12/31/2012,POINT (-95.38909 42.043119)
19047_2013_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,701479,Thousands of dollars,12/31/2013,POINT (-95.38909 42.043119)
19047_2014_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,660082,Thousands of dollars,12/31/2014,POINT (-95.38909 42.043119)
19047_2015_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,655975,Thousands of dollars,12/31/2015,POINT (-95.38909 42.043119)
19047_2016_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,633922,Thousands of dollars,12/31/2016,POINT (-95.38909 42.043119)
19047_2017_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,659483,Thousands of dollars,12/31/2017,POINT (-95.38909 42.043119)
19047_2018_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,694695,Thousands of dollars,12/31/2018,POINT (-95.38909 42.043119)
19047_2019_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,699149,Thousands of dollars,12/31/2019,POINT (-95.38909 42.043119)
19047_2020_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,731781,Thousands of dollars,12/31/2020,POINT (-95.38909 42.043119)
19047_2021_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,860812,Thousands of dollars,12/31/2021,POINT (-95.38909 42.043119)
19047_2022_CAINC1-1_annual,19047,Crawford,CAINC1-1,Personal income,882106,Thousands of dollars,12/31/2022,POINT (-95.38909 42.043119)
19049_1997_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,996355,Thousands of dollars,12/31/1997,POINT (-94.040707 41.685321)
19049_1998_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,1070211,Thousands of dollars,12/31/1998,POINT (-94.040707 41.685321)
19049_1999_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,1146460,Thousands of dollars,12/31/1999,POINT (-94.040707 41.685321)
19049_2000_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,1255604,Thousands of dollars,12/31/2000,POINT (-94.040707 41.685321)
19049_2001_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,1334158,Thousands of dollars,12/31/2001,POINT (-94.040707 41.685321)
19049_2002_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,1390951,Thousands of dollars,12/31/2002,POINT (-94.040707 41.685321)
19049_2003_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,1481938,Thousands of dollars,12/31/2003,POINT (-94.040707 41.685321)
19049_2004_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,1766258,Thousands of dollars,12/31/2004,POINT (-94.040707 41.685321)
19049_2005_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,1950033,Thousands of dollars,12/31/2005,POINT (-94.040707 41.685321)
19049_2006_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,2209185,Thousands of dollars,12/31/2006,POINT (-94.040707 41.685321)
19049_2007_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,2594549,Thousands of dollars,12/31/2007,POINT (-94.040707 41.685321)
19049_2008_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,2872882,Thousands of dollars,12/31/2008,POINT (-94.040707 41.685321)
19049_2009_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,3048393,Thousands of dollars,12/31/2009,POINT (-94.040707 41.685321)
19049_2010_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,3286450,Thousands of dollars,12/31/2010,POINT (-94.040707 41.685321)
19049_2011_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,3595313,Thousands of dollars,12/31/2011,POINT (-94.040707 41.685321)
19049_2012_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,3893184,Thousands of dollars,12/31/2012,POINT (-94.040707 41.685321)
19049_2013_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,4188994,Thousands of dollars,12/31/2013,POINT (-94.040707 41.685321)
19049_2014_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,4548767,Thousands of dollars,12/31/2014,POINT (-94.040707 41.685321)
19049_2015_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,4976595,Thousands of dollars,12/31/2015,POINT (-94.040707 41.685321)
19049_2016_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,5228504,Thousands of dollars,12/31/2016,POINT (-94.040707 41.685321)
19049_2017_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,5608979,Thousands of dollars,12/31/2017,POINT (-94.040707 41.685321)
19049_2018_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,6063074,Thousands of dollars,12/31/2018,POINT (-94.040707 41.685321)
19049_2019_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,6518541,Thousands of dollars,12/31/2019,POINT (-94.040707 41.685321)
19049_2020_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,7111800,Thousands of dollars,12/31/2020,POINT (-94.040707 41.685321)
19049_2021_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,7993870,Thousands of dollars,12/31/2021,POINT (-94.040707 41.685321)
19049_2022_CAINC1-1_annual,19049,Dallas,CAINC1-1,Personal income,8634580,Thousands of dollars,12/31/2022,POINT (-94.040707 41.685321)
19051_1997_CAINC1-1_annual,19051,Davis,CAINC1-1,Personal income,158535,Thousands of dollars,12/31/1997,POINT (-92.410345 40.748089)
19051_1998_CAINC1-1_annual,19051,Davis,CAINC1-1,Personal income,160257,Thousands of dollars,12/31/1998,POINT (-92.410345 40.748089)
19051_1999_CAINC1-1_annual,19051,Davis,CAINC1-1,Personal income,156139,Thousands of dollars,12/31/1999,POINT (-92.410345 40.748089)
